category,title,description,price,quantity,detail,images
Suitcases & Bags,Ms,"Adverse effect of inhaled anesthetics, subsequent encounter",148,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,"Other fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",148,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Honorable,"Toxic effect of taipan venom, accidental (unintentional), subsequent encounter",148,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Honorable,Chronic embolism and thrombosis of right popliteal vein,148,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Ms,Acrodermatitis chronica atrophicans,148,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Rev,"Fracture of unspecified phalanx of right thumb, initial encounter for closed fracture",148,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,Encounter for fitting and adjustment of external right breast prosthesis,148,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,"Corrosion of second degree of multiple sites of right wrist and hand, subsequent encounter",148,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,"Unspecified fracture of first thoracic vertebra, initial encounter for closed fracture",148,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Dr,"Corrosion of first degree of unspecified upper arm, subsequent encounter",148,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,Unspecified fracture of upper end of left radius,148,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Physeal arrest, lower leg, unspecified",148,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Honorable,"Infections of kidney in pregnancy, first trimester",148,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Ms,"Unspecified fracture of upper end of left humerus, initial encounter for open fracture",148,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Honorable,Late syphilis,148,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Ms,Struck by object due to collapse of building,198,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,"Passenger in three-wheeled motor vehicle injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter",198,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Ms,"Laceration of deep palmar arch of right hand, subsequent encounter",198,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Ms,"Insect bite (nonvenomous), left lower leg, subsequent encounter",198,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,Encounter for genetic testing of male for procreative management,198,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",198,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,"Burn of second degree of ear [any part, except ear drum]",198,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Honorable,"Poisoning by androgens and anabolic congeners, assault",198,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Honorable,Infection of other part of genital tract in pregnancy,198,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,Chondromalacia,198,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Honorable,"Cutaneous abscess, furuncle and carbuncle of face",198,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mr,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with delayed healing",198,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Unspecified superficial injuries of breast, unspecified breast, initial encounter",198,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Rev,"Carcinoma in situ of skin of left upper limb, including shoulder",198,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mrs,"Salter-Harris Type I physeal fracture of upper end of radius, right arm, initial encounter for closed fracture",198,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Ms,"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level",198,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,"Poisoning by unspecified drugs, medicaments and biological substances, assault",198,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Honorable,Person on outside of pick-up truck or van injured in collision with pedestrian or animal in nontraffic accident,198,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Dr,"Photokeratitis, bilateral",198,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Dr,"Displaced transverse fracture of right acetabulum, subsequent encounter for fracture with nonunion",198,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Honorable,"Other injury of extensor or abductor muscles, fascia and tendons of right thumb at forearm level, subsequent encounter",198,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mr,"Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",198,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Contracture, right wrist",198,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Honorable,"Crushing injury of right great toe, subsequent encounter",198,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mr,Contusion of upper arm,198,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Ms,"Displaced fracture of neck of second metacarpal bone, left hand, subsequent encounter for fracture with delayed healing",198,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Rev,"Superficial foreign body of left back wall of thorax, subsequent encounter",198,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mr,"Poisoning by, adverse effect of and underdosing of antiparkinsonism drugs and other central muscle-tone depressants",198,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Rev,"Monocular esotropia with other noncomitancies, right eye",198,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Rev,"Mast cell leukemia, in relapse",198,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Mrs,"Laceration with foreign body of left lesser toe(s) with damage to nail, sequela",198,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Honorable,Secondary pigmentary degeneration,198,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Ms,Intestine transplant status,198,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Ms,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for open fracture",198,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Rev,"Military operation involving nuclear radiation effects of nuclear weapon, military personnel, sequela",198,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mrs,"War operations, unspecified, initial encounter",198,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Ms,"Underdosing of unspecified anesthetics, sequela",198,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,"Displaced fracture of coronoid process of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",198,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Honorable,"Poisoning by predominantly alpha-adrenoreceptor agonists, assault, sequela",198,20,Teal,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Ms,Complications of anesthesia during pregnancy,198,20,Indigo,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mr,Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity,198,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Rev,"Pathological fracture in other disease, left foot, subsequent encounter for fracture with malunion",198,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,"Pathological dislocation of unspecified wrist, not elsewhere classified",198,20,Pink,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Honorable,"Gout due to renal impairment, elbow",198,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion",198,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,"Deaf nonspeaking, not elsewhere classified",198,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Honorable,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), sequela",198,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mrs,"Nondisplaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing",198,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Other injury of intrinsic muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter",198,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Mr,Other fetal stress complicating labor and delivery,198,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,Rheumatic mitral insufficiency,198,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Dr,"Stress fracture, left radius",198,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,"Unspecified superficial injury of right forearm, sequela",198,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,"Displaced articular fracture of head of unspecified femur, initial encounter for closed fracture",198,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Honorable,Unspecified disorder of visual pathways,198,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,Infection and inflammatory reaction due to internal right hip prosthesis,198,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mr,"Nondisplaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with routine healing",198,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Dr,Finding of other psychotropic drug in blood,198,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Rev,"Blister (nonthermal) of unspecified eyelid and periocular area, initial encounter",198,20,Red,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Honorable,"Poisoning by vitamins, undetermined, subsequent encounter",198,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Honorable,"Other specified injury of posterior tibial artery, left leg, subsequent encounter",198,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,Boarding-house as the place of occurrence of the external cause,198,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Rev,Agenesis and underdevelopment of nose,198,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,"Open bite of unspecified part of thorax, sequela",198,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,Unavailability and inaccessibility of health-care facilities,198,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,"Poisoning by other bacterial vaccines, undetermined, subsequent encounter",198,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mrs,Sleep deprivation,198,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Person on outside of car injured in collision with other type car in nontraffic accident, initial encounter",198,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mrs,"Coxa plana, right hip",198,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,"Poisoning by amphetamines, accidental (unintentional), sequela",198,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mrs,"Unstable burst fracture of first cervical vertebra, initial encounter for open fracture",198,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mrs,"Poisoning by loop [high-ceiling] diuretics, undetermined",198,20,Teal,/home/cyber_mizdav/Pictures/store1.jpg
Books,Ms,"Laceration of intrinsic muscle, fascia and tendon of right thumb at wrist and hand level, sequela",198,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Rev,"Insect bite (nonvenomous), unspecified foot, subsequent encounter",198,20,Green,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mr,"Fracture of unspecified metatarsal bone(s), left foot, subsequent encounter for fracture with malunion",198,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Dr,Unspecified motorcycle rider injured in collision with unspecified motor vehicles in nontraffic accident,198,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Ms,"Underdosing of other opioids, initial encounter",198,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Ms,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, assault, initial encounter",198,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,"Other incomplete lesion at C1 level of cervical spinal cord, initial encounter",198,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Honorable,Laceration of muscle and tendon of front wall of thorax,198,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Honorable,"Laceration of esophagus (thoracic part), subsequent encounter",198,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,"Poisoning by propionic acid derivatives, accidental (unintentional), initial encounter",198,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Other specified injury of right external jugular vein, sequela",198,20,Goldenrod,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Rev,"Fall from, out of or through other building or structure",198,20,Yellow,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion",198,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Rev,"Burn of esophagus, sequela",198,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,"Laceration of superficial vein at shoulder and upper arm level, left arm, subsequent encounter",198,20,Yellow,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Honorable,Unspecified sequelae of unspecified cerebrovascular disease,198,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mr,Mechanical entropion of left upper eyelid,198,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Ms,"Unspecified injury to L2 level of lumbar spinal cord, initial encounter",198,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Books,Dr,"Pulsating exophthalmos, right eye",198,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Ms,"Laceration of abdominal wall with foreign body, unspecified quadrant without penetration into peritoneal cavity, subsequent encounter",198,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Mrs,"Total (external) ophthalmoplegia, unspecified eye",198,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,"Displaced fracture of lateral end of left clavicle, subsequent encounter for fracture with malunion",198,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,Neoplasm of uncertain behavior of unspecified testis,198,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Books,Honorable,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",198,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mrs,"Salter-Harris Type I physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing",198,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mrs,Unspecified displaced fracture of fourth cervical vertebra,198,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Rev,"Female cousin, perpetrator of maltreatment and neglect",198,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mrs,"Crushing injury of unspecified thigh, sequela",198,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mr,"Passenger of snowmobile injured in traffic accident, initial encounter",147,20,Green,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mr,"Contracture of muscle, unspecified shoulder",147,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Displaced avulsion fracture (chip fracture) of right talus, subsequent encounter for fracture with routine healing",147,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Rev,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with nonunion",147,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Ms,Monoplegia of lower limb affecting right nondominant side,147,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Mrs,Passenger injured in collision with other motor vehicles in traffic accident,147,20,Green,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Rev,Accidental puncture and laceration of a respiratory system organ or structure during other procedure,147,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",147,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Dr,"Motorcycle driver injured in collision with other motor vehicles in nontraffic accident, subsequent encounter",147,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,"Unspecified open wound of abdominal wall, epigastric region with penetration into peritoneal cavity, sequela",147,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,Acute bronchiolitis,147,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Ms,Unspecified foreign body in trachea,147,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Rev,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion",147,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Mr,Phonological disorder,147,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Dr,"Driver of special agricultural vehicle injured in nontraffic accident, initial encounter",147,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Honorable,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",147,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,Osteitis deformans in neoplastic diseases,147,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mr,"Primary open-angle glaucoma, left eye",147,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Honorable,"Idiopathic chronic gout, right wrist, without tophus (tophi)",147,20,Fuscia,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Ms,"Other specified injuries of thorax, sequela",147,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Rev,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 3",147,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mrs,"Other fracture of lower end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",147,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mr,"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing",147,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Books,Dr,Puncture wound without foreign body of left eyelid and periocular area,147,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Rev,"Blister (nonthermal) of unspecified front wall of thorax, initial encounter",147,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Rev,"Salter-Harris Type II physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with nonunion",147,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Ms,"Complete traumatic metacarpophalangeal amputation of other finger, initial encounter",147,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Books,Ms,Fracture of unspecified tarsal bone(s),147,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mr,"Salter-Harris Type II physeal fracture of right metatarsal, subsequent encounter for fracture with delayed healing",147,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,"Kearns-Sayre syndrome, right eye",147,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Dr,Sideropenic dysphagia,147,20,Indigo,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mr,"Accidental discharge of other gas, air or spring-operated gun, initial encounter",147,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,"Contracture, right wrist",147,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Ms,"Fused fingers, bilateral",147,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Other injury of muscle, fascia and tendon of triceps, unspecified arm, initial encounter",147,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mrs,"Nondisplaced comminuted fracture of right patella, initial encounter for open fracture type IIIA, IIIB, or IIIC",147,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Dr,"Unspecified mastoiditis, right ear",147,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",147,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Dr,"Laceration of flexor muscle, fascia and tendon of right little finger at wrist and hand level, sequela",147,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Honorable,Disruption of cesarean delivery wound,147,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mrs,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter",147,20,Yellow,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,"Displaced fracture of lateral condyle of left tibia, initial encounter for open fracture type I or II",147,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Rev,Cicatricial entropion of right upper eyelid,147,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mrs,"Body mass index (BMI) 50-59.9 , adult",147,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,"Nondisplaced bimalleolar fracture of right lower leg, subsequent encounter for open fracture type I or II with malunion",147,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,Chronic sphenoidal sinusitis,147,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mr,"Displaced transverse fracture of right patella, subsequent encounter for open fracture type I or II with routine healing",147,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Dr,Breakdown (mechanical) of ventricular intracranial (communicating) shunt,147,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Honorable,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, unspecified extremity",147,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mrs,"Bent bone of right ulna, subsequent encounter for open fracture type I or II with delayed healing",147,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Books,Dr,"Poisoning by androgens and anabolic congeners, assault",147,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Honorable,"Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II",147,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Rev,Flat anterior chamber hypotony of eye,147,20,Pink,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Honorable,"Burn of cornea and conjunctival sac, left eye, sequela",147,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mrs,"Injury of digital nerve of right thumb, sequela",147,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Ms,"Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for closed fracture",147,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Rev,Intraoperative cerebrovascular infarction during cardiac surgery,147,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,"Intentional self-harm by unspecified larger firearm discharge, subsequent encounter",147,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Honorable,"Bent bone of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",147,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg",147,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mrs,"Nondisplaced unspecified fracture of right great toe, subsequent encounter for fracture with delayed healing",147,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Dr,Adverse effect of alpha-adrenoreceptor antagonists,147,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,"Toxic effect of contact with other jellyfish, undetermined",147,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,"Lead-induced chronic gout, left wrist, with tophus (tophi)",147,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Ms,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck",147,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Dr,Psychomotor deficit following other cerebrovascular disease,147,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,"Burn of third degree of unspecified site of left lower limb, except ankle and foot",147,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Honorable,"Nondisplaced fracture of lateral malleolus of unspecified fibula, sequela",147,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Dr,"Poisoning by lysergide [LSD], undetermined, initial encounter",147,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing",147,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Dr,"Displaced avulsion fracture of tuberosity of right calcaneus, sequela",147,20,Yellow,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Rev,Polyarteritis with lung involvement [Churg-Strauss],147,20,Indigo,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,"Cholera due to Vibrio cholerae 01, biovar cholerae",147,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mr,"Blister (nonthermal) of right eyelid and periocular area, sequela",147,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Honorable,"Puncture wound with foreign body, left foot",147,20,Maroon,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Honorable,"Toxic effect of other alcohols, intentional self-harm, subsequent encounter",147,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Ms,"Person on outside of bus injured in collision with car, pick-up truck or van in nontraffic accident",147,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
